split,experiment_type,ensemble_name,member_key,feature_config,model_name,n_members,fit_seconds,best_iteration,threshold_strategy,top_fraction,n_flagged,positives_captured,precision_at_k,recall_at_k,base_rate,lift
test,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,score_average,2,0.0,,ranking,0.01,149,73,0.4899328859060403,0.044648318042813454,0.1102643647154033,4.443256778113006
test,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,score_average,2,0.0,,ranking,0.05,742,237,0.3194070080862534,0.14495412844036698,0.1102643647154033,2.896738297188358
test,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,score_average,2,0.0,,ranking,0.1,1483,396,0.2670262980445044,0.24220183486238533,0.1102643647154033,2.4216917109504044
test,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,score_average,2,0.0,,ranking,0.2,2966,642,0.21645313553607554,0.3926605504587156,0.1102643647154033,1.963037977815858
test,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,2,0.0,,ranking,0.01,149,73,0.4899328859060403,0.044648318042813454,0.1102643647154033,4.443256778113006
test,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,2,0.0,,ranking,0.05,742,238,0.32075471698113206,0.145565749235474,0.1102643647154033,2.908960821649068
test,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,2,0.0,,ranking,0.1,1483,397,0.2677006068779501,0.24281345565749235,0.1102643647154033,2.4278070940588647
test,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr0015_l210_custom025__ens_full_summary__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr0015_l210_custom025|ens_full_summary__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,2,0.0,,ranking,0.2,2966,641,0.21611598111935265,0.39204892966360855,0.1102643647154033,1.9599802862616276
test,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,score_average,2,0.0,,ranking,0.01,149,74,0.4966442953020134,0.04525993883792049,0.1102643647154033,4.5041233093200335
test,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,score_average,2,0.0,,ranking,0.05,742,232,0.31266846361185985,0.1418960244648318,0.1102643647154033,2.835625674884806
test,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,score_average,2,0.0,,ranking,0.1,1483,399,0.26904922454484154,0.24403669724770644,0.1102643647154033,2.440037860275786
test,plateau_probability_ensemble,score_average__ens_full_indicator__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,score_average,2,0.0,,ranking,0.2,2966,648,0.21847606203641268,0.3963302752293578,0.1102643647154033,1.9813841271412398
test,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,2,0.0,,ranking,0.01,149,74,0.4966442953020134,0.04525993883792049,0.1102643647154033,4.5041233093200335
test,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,2,0.0,,ranking,0.05,742,232,0.31266846361185985,0.1418960244648318,0.1102643647154033,2.835625674884806
test,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,2,0.0,,ranking,0.1,1483,400,0.26972353337828725,0.24464831804281345,0.1102643647154033,2.446153243384247
test,plateau_probability_ensemble,rank_average__ens_full_indicator__Cat_d6_lr0015_l210_custom025__ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_indicator__Cat_d6_lr0015_l210_custom025|ens_cat_interactions__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,2,0.0,,ranking,0.2,2966,650,0.2191503708698584,0.39755351681957185,0.1102643647154033,1.9874995102497004
test,plateau_probability_ensemble,score_average__ens_full_summary__Cat_d6_lr002_l210_custom025__ens_full_indicator__Cat_d6_lr002_l210_custom025,ens_full_summary__Cat_d6_lr002_l210_custom025|ens_full_indicator__Cat_d6_lr002_l210_custom025,multiple,score_average,2,0.0,,ranking,0.01,149,72,0.48322147651006714,0.044036697247706424,0.1102643647154033,4.382390246905978
test,plateau_probability_ensemble,score_average__ens_full_summary__Cat_d6_lr002_l210_custom025__ens_full_indicator__Cat_d6_lr002_l210_custom025,ens_full_summary__Cat_d6_lr002_l210_custom025|ens_full_indicator__Cat_d6_lr002_l210_custom025,multiple,score_average,2,0.0,,ranking,0.05,742,234,0.31536388140161725,0.14311926605504588,0.1102643647154033,2.8600707238062264
test,plateau_probability_ensemble,score_average__ens_full_summary__Cat_d6_lr002_l210_custom025__ens_full_indicator__Cat_d6_lr002_l210_custom025,ens_full_summary__Cat_d6_lr002_l210_custom025|ens_full_indicator__Cat_d6_lr002_l210_custom025,multiple,score_average,2,0.0,,ranking,0.1,1483,401,0.27039784221173296,0.2452599388379205,0.1102643647154033,2.452268626492707
test,plateau_probability_ensemble,score_average__ens_full_summary__Cat_d6_lr002_l210_custom025__ens_full_indicator__Cat_d6_lr002_l210_custom025,ens_full_summary__Cat_d6_lr002_l210_custom025|ens_full_indicator__Cat_d6_lr002_l210_custom025,multiple,score_average,2,0.0,,ranking,0.2,2966,646,0.21780175320296696,0.39510703363914373,0.1102643647154033,1.9752687440327792
test,plateau_probability_ensemble,rank_average__ens_full_summary__Cat_d6_lr002_l210_custom025__ens_full_indicator__Cat_d6_lr002_l210_custom025,ens_full_summary__Cat_d6_lr002_l210_custom025|ens_full_indicator__Cat_d6_lr002_l210_custom025,multiple,rank_average,2,0.0,,ranking,0.01,149,72,0.48322147651006714,0.044036697247706424,0.1102643647154033,4.382390246905978
test,plateau_probability_ensemble,rank_average__ens_full_summary__Cat_d6_lr002_l210_custom025__ens_full_indicator__Cat_d6_lr002_l210_custom025,ens_full_summary__Cat_d6_lr002_l210_custom025|ens_full_indicator__Cat_d6_lr002_l210_custom025,multiple,rank_average,2,0.0,,ranking,0.05,742,234,0.31536388140161725,0.14311926605504588,0.1102643647154033,2.8600707238062264
test,plateau_probability_ensemble,rank_average__ens_full_summary__Cat_d6_lr002_l210_custom025__ens_full_indicator__Cat_d6_lr002_l210_custom025,ens_full_summary__Cat_d6_lr002_l210_custom025|ens_full_indicator__Cat_d6_lr002_l210_custom025,multiple,rank_average,2,0.0,,ranking,0.1,1483,401,0.27039784221173296,0.2452599388379205,0.1102643647154033,2.452268626492707
test,plateau_probability_ensemble,rank_average__ens_full_summary__Cat_d6_lr002_l210_custom025__ens_full_indicator__Cat_d6_lr002_l210_custom025,ens_full_summary__Cat_d6_lr002_l210_custom025|ens_full_indicator__Cat_d6_lr002_l210_custom025,multiple,rank_average,2,0.0,,ranking,0.2,2966,645,0.2174645987862441,0.3944954128440367,0.1102643647154033,1.972211052478549
test,plateau_probability_ensemble,score_average__ens_full_summary__Cat_d6_lr002_l210_custom025__ens_no_lab_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_summary__Cat_d6_lr002_l210_custom025|ens_no_lab_interactions__Cat_d6_lr0015_l210_sqrt,multiple,score_average,2,0.0,,ranking,0.01,149,73,0.4899328859060403,0.044648318042813454,0.1102643647154033,4.443256778113006
test,plateau_probability_ensemble,score_average__ens_full_summary__Cat_d6_lr002_l210_custom025__ens_no_lab_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_summary__Cat_d6_lr002_l210_custom025|ens_no_lab_interactions__Cat_d6_lr0015_l210_sqrt,multiple,score_average,2,0.0,,ranking,0.05,742,237,0.3194070080862534,0.14495412844036698,0.1102643647154033,2.896738297188358
test,plateau_probability_ensemble,score_average__ens_full_summary__Cat_d6_lr002_l210_custom025__ens_no_lab_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_summary__Cat_d6_lr002_l210_custom025|ens_no_lab_interactions__Cat_d6_lr0015_l210_sqrt,multiple,score_average,2,0.0,,ranking,0.1,1483,395,0.2663519892110587,0.2415902140672783,0.1102643647154033,2.4155763278419435
test,plateau_probability_ensemble,score_average__ens_full_summary__Cat_d6_lr002_l210_custom025__ens_no_lab_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_summary__Cat_d6_lr002_l210_custom025|ens_no_lab_interactions__Cat_d6_lr0015_l210_sqrt,multiple,score_average,2,0.0,,ranking,0.2,2966,645,0.2174645987862441,0.3944954128440367,0.1102643647154033,1.972211052478549
test,plateau_probability_ensemble,rank_average__ens_full_summary__Cat_d6_lr002_l210_custom025__ens_no_lab_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_summary__Cat_d6_lr002_l210_custom025|ens_no_lab_interactions__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,2,0.0,,ranking,0.01,149,73,0.4899328859060403,0.044648318042813454,0.1102643647154033,4.443256778113006
test,plateau_probability_ensemble,rank_average__ens_full_summary__Cat_d6_lr002_l210_custom025__ens_no_lab_interactions__Cat_d6_lr0015_l210_sqrt,ens_full_summary__Cat_d6_lr002_l210_custom025|ens_no_lab_interactions__Cat_d6_lr0015_l210_sqrt,multiple,rank_average,2,0.0,,ranking,0.05,742,239,0.3221024258760108,0.14617737003058104,0.1102643647154033,2.9211833461097783
